x,y,date,area,state,days_duration,total_active_cases
101.67136617699998,3.123569739000004,10/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,31,5
101.61892700200002,3.079881549999982,10/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,10/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,35,10
101.61892700200002,3.079881549999982,10/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
101.67136617699998,3.123569739000004,11/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,31,5
101.61892700200002,3.079881549999982,11/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,11/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,35,10
101.61892700200002,3.079881549999982,11/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
101.67136617699998,3.123569739000004,12/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,31,5
101.61892700200002,3.079881549999982,12/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,12/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,35,10
101.61892700200002,3.079881549999982,12/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
101.67136617699998,3.123569739000004,13/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,34,7
101.61892700200002,3.079881549999982,13/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,38,10
101.67136617699998,3.123569739000004,14/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,35,7
101.67136617699998,3.123569739000004,14/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,34,7
101.61892700200002,3.079881549999982,14/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,39,10
101.61892700200002,3.079881549999982,14/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,38,10
101.67136617699998,3.123569739000004,15/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,35,7
101.67136617699998,3.123569739000004,15/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,36,7
101.67136617699998,3.123569739000004,15/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,34,7
101.61892700200002,3.079881549999982,15/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,39,10
101.61892700200002,3.079881549999982,15/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,40,10
101.61892700200002,3.079881549999982,15/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,38,10
101.60939593900002,3.0808161339999742,16/06/2025,E11. SRI PJS 8 MENTARI COURT,SELANGOR,31,8
101.67136617699998,3.123569739000004,16/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,35,7
101.67136617699998,3.123569739000004,16/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,36,7
101.67136617699998,3.123569739000004,16/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,37,7
101.67136617699998,3.123569739000004,16/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,34,7
101.61892700200002,3.079881549999982,16/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,39,10
101.61892700200002,3.079881549999982,16/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,40,10
101.61892700200002,3.079881549999982,16/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,41,10
101.61892700200002,3.079881549999982,16/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,38,10
101.60939593900002,3.0808161339999742,17/06/2025,E11. SRI PJS 8 MENTARI COURT,SELANGOR,31,8
101.60939593900002,3.0808161339999742,17/06/2025,E11. SRI PJS 8 MENTARI COURT,SELANGOR,32,8
101.67136617699998,3.123569739000004,17/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,35,7
101.67136617699998,3.123569739000004,17/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,36,7
101.67136617699998,3.123569739000004,17/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,37,7
101.67136617699998,3.123569739000004,17/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,38,7
101.67136617699998,3.123569739000004,17/06/2025,BANGSAR HEIGHT KONDO,WILAYAH PERSEKUTUAN,34,7
101.61892700200002,3.079881549999982,17/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,39,10
101.61892700200002,3.079881549999982,17/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,40,10
101.61892700200002,3.079881549999982,17/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,41,10
101.61892700200002,3.079881549999982,17/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,42,10
101.61892700200002,3.079881549999982,17/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,38,10
